Year,Date,Headline,Weblink,Company name,Event type,Sub Segment,Trend,International NL
2025,04/16/2025,"Finch Legal, a pre-litigation technology and services startup, announces its public debut and raises $3.75M funding led by Sequoia Capital, with participation from Ironclad founder, CEO Jason Boehmig and others",https://www.finsmes.com/2025/04/finch-raises-seed-funding.html,Finch Legal,Funding,Corp Legal,,
2025,04/15/2025,"Epiq adds AI features to EpiqTMX, to enhance the deposition review, case-building, trial preparation, and presentation platform within Epiq Service Cloud",https://www.epiqglobal.com/en-us/resource-center/announcements/epiqtmx-accelerates-trial-preparation-with-ai-case-concepts-features,Epiq,Product Update,Corp Legal,,
2025,04/01/2025,"International Chamber of Commerce launches Case Connect, a digital case management platform for dispute resolution services, powered by Opus2",https://www.opus2.com/news/icc-launches-icc-case-connect-powered-by-opus2/,Opus2,Client Win,Corp Legal,,
2025,04/15/2025,"British Computer Society selects GenAI software, Panoram to help its legal department automate manual contract creation processes, contract tracking and service management",https://www.panoramdigital.com/2025/04/16/british-computer-society-selects-panoram-to-eliminate-legal-burdens-and-administrative-workload/,Panoram,Client Win,Corp Legal,,
2025,04/17/2025,"Harbor, a consulting company that provides services to the legal industry, appoints Michael Stahl as Chief Integration Officer and General Counsel; prior to this Stahl was the Chief Commercial Officer at architecture and engineering firm, Barge Design Solutions",https://harborglobal.com/news-releases/harbor-appoints-michael-stahl-as-chief-integration-officer-and-general-counsel/,Harbor,Leadership Change,Corp Legal,,
2025,04/17/2025,Sift announces the integration of its Fraud Industry Benchmarking resource (FIBR) into the Sift Console; the capability provides risk teams with immediate access to their fraud performance metrics compared against industry and global benchmarks,https://www.globenewswire.com/news-release/2025/04/17/3063603/0/en/Sift-Brings-Industry-First-Fraud-Benchmarking-to-Console-with-FIBR-Integration-to-Strengthen-Identity-Trust.html,Sift,Product enhancement,Corp Risk,,
2025,04/17/2025,"PingPong, a cross-border embedded payment solution provider, partners with Trulioo to leverage its Business Verification and Watchlist Screening solutions for delivering compliant payment experiences and maximising manual onboarding",https://www.trulioo.com/company/newsroom/press-releases/pingpong-payments-partners-trulioo-global-business-verification,Trulioo,Partnership,Corp Risk,,
2025,04/10/2025,"IDnow aims to evolve its digital identity ecosystem with new mission initiatives focusing on streamlining processes, leveraging AI for automation and building a central platform to address the fragmented identity verification landscape",https://www.idnow.io/pr/idnow-vision-trust-digital-identities/,Idnow,,Corp Risk,,
2025,04/15/2025,"OpenAI releases Verified Organization, an identity verification process for organizations to complete their verification processes and unlock access to advanced models and capabilities on the OpenAI platform",https://www.biometricupdate.com/202504/openai-to-introduce-idv-screening-for-organizations,OpenAI,Product launch,Corp Risk,,
2025,04/17/2025,"Hence AI launches Hence Global, an AI-powered tool built on Palantir's Foundry and AIP that helps organizations monitor geopolitical and business risks, offering insights and analysis to companies and service providers",https://techcrunch.com/2025/04/17/as-the-trade-war-escalates-hence-launches-an-ai-advisor-to-help-companies-manage-risk/,Hence,Product launch,Corp Risk,,
2025,4/25/2025,"Intuit partners with Google to leverage Gemini and Document AI for its TurboTax suite, allowing it to quickly populate IRS tax returns by extracting information from 1099  and other forms through a photo upload",https://www.pymnts.com/artificial-intelligence-2/2025/intuit-google-cloud-partner-to-streamline-tax-filing-with-ai/,Intuit,Partnership,TIR,Gen AI,
2025,4/24/2025,,https://www.pymnts.com/news/investment-tracker/2025/alternative-payments-raises-22-million-dollars-b2b-platform-underserved-industries/,Alternative Payments,Funding,AP/AR Automation,"VC, equity firm",
2025,4/25/2025,"Accountable provides self-employed entrepreneurs in Belgium and Germany with intuitive financial management solutions, empowering them to manage bookkeeping, invoicing, banking, and taxes efficiently, while being supported by Visma's scale and expertise",https://www.visma.com/news/visma-bolsters-offering-to-self-employed-entrepreneurs-with-investment-in-accountable,Visma,Acquisition,Tax Compliance,"VC, equity firm",International
2025,4/22/2025,"RTC and Mondial partner to deliver an integrated cloud-based financial reporting and compliance solution under the RTC brand, combining Mondial's multi-ERP accounting hub with RTC's e-invoicing, VAT reporting, and other regulatory reporting capabilities for global customers",https://rtcsuite.com/rtc-and-mondial-to-provide-global-financial-reporting-and-compliance-solution/,RTC,Partnership,Others,,International
2025,4/22/2025,"The French National Assembly maintains the original timeline for mandatory e-invoicing reform, starting September 1, 2026, with potential deferrals by decree until December 2027 for large companies and December 2028 for SMEs and microenterprises",https://snitechnology.net/france-confirms-e-invoicing-mandate-timeline-amendment-rejected/,Industry,Regulation,Regulations,,International
2025,4/22/2025,"Supplier.io a supply chain visibility provider, partners with People and Planet First to integrate verified enterprise data into its supplier intelligence platform, enhancing supply chain transparency and enabling more responsible sourcing decisions",https://www.businesswire.com/news/home/20250422572615/en/Supplier.io-Partners-with-People-and-Planet-First-to-Advance-Supplier-Intelligence-in-Global-Supply-Chains,Supplier.io,Partnership,GTM,GTM,
2025,10/04/2025,"ESG Book launches LEO, a sustainability data platform developed with BCG that assists sustainability data sourcing, reporting, and disclosure requirements for companies and financial institutions",https://www.esgtoday.com/esg-book-bcg-launch-new-sustainability-reporting-platform/,BCG,Product launch,ESG,,
2025,4/24/2025,"Oracle announces enhancements to it's Oracle Fusion Cloud Global Trade Management that includes AI-powered product classification, U.S. foreign trade zone support, and trade incentive program processing and reporting",https://www.oracle.com/news/announcement/oracle-helps-customers-navigate-tariff-and-trade-complexity-2025-04-24/,Oracle,Product enhancement,GTM,GTM,
2025,4/24/2025,"Shippeo enhances its real-time transportation visibility platform with new features across Ocean, Road, and Parcel Visibility solutions, including WhatsApp notifications, one-tap driver tracking, and improved ETA accuracy",https://www.shippeo.com/press-releases/shippeo-empowers-proactive-supply-chains-with-advanced-features,,,,,
2025,4/29/2025,,https://pro.bloombergtax.com/insights/company-news/bloomberg-tax-accounting-to-host-virtual-event-on-ai-and-the-future-of-the-corporate-tax-workflow/,Event,Event,Event,,
2025,4/22/2025,"Mekorma announces the release of version 1.0 of the Payment Hub for Microsoft Dynamics 365 Business Central, offering solutions like automatic vendor validation, check printing, remote payment services, and action board  assisting accounts payable process",https://www.prnewswire.com/news-releases/the-mekorma-payment-hub-v1-0-is-here---revolutionizing-accounts-payable-ap--payment-automation-for-microsoft-d365-business-central-302434710.html,Mekoma,Product Launch,AP/AR Automation,,International
2025,4/24/2025,"Accounting Seed launches AI Invoice Capture, an AI-powered feature that learns from historical data to automate and predict invoice coding beyond basic OCR capabilities, reducing manual AP work",https://www.cpapracticeadvisor.com/2025/04/24/accounting-seed-releases-ai-invoice-capture-for-finance-teams/159688/,Accounting Seed,Product Launch,AP/AR Automation,,
2025,4/24/2025,"Manifest raises a $15M Series A to enhance transparency in software and AI supply chains through automated Software Bills of Materials (SBOMs) and AI Bills of Materials (AIBOMs), addressing critical vulnerabilities for major clients like the U.S. Air Force and Boeing",https://www.forbes.com/sites/dariashunina/2025/04/24/manifest-lands-15m-to-bring-software-and-ai-supply-chain-transparency/,Manifest,Funding,SCM,,
2025,4/24/2025,"TransUnion reports Q1 2025 revenue of $1.1B, up 8% YoY driven by strong performance in financial services and emerging verticals; The fraud segment saw TransUnion onboarding new customers on the TruValidate integrated solutions",https://newsroom.transunion.com/,Transunion,Earnings,Corp Risk,,
2025,4/22/2025,"Moody's corporation reports Q1 2025 revenue of $1.9B, with Moody's analytics earning $859M, up 8% YoY driven by a double digit growth in Decision Solutions segment",https://s203.q4cdn.com/694693571/files/doc_financials/2025/q1/1Q25-Earnings-Release-vFINAL.pdf,Moody's,Earnings,Corp Risk,,
2025,4/23/2025,LSEG Risk Intelligence partners with Docusign to prevent fraud and improve transaction efficiency by validating bank account details directly within Docusign digital contracts,https://www.lseg.com/en/media-centre/press-releases/2025/lseg-risk-intelligence-and-docusign-partner-to-elevate-digital-contract-security-with-real-time-bank-verification,LSEG,Partnership,Corp Risk,,
2025,4/15/2025,LSEG announced Gianluca Biagini and Ron Lefferts as co-heads for its Data & Analytics Division,https://www.lseg.com/en/media-centre/press-releases/2025/lseg-announces-co-heads-of-global-data-and-analytics-division,LSEG,,Corp Risk,,
2025,4/22/2025,Feedzai acquires Demyst and its Zonic data workflow orchestration platform to unify data orchestration and risk management capabilities into a single platform,https://www.feedzai.com/pressrelease/feedzai-acquires-demyst-zonic/,Feedzai,Acquisition,Corp Risk,,
2025,4/22/2025,"Jumio announces availability of Cross-Transaction Risk to help businesses detect fraud by connecting identity elements across the Jumio network, ensuring advanced fraud detection, seamless user experience and identity assurance",https://www.jumio.com/about/press-releases/data-to-fight-identity-fraud/,Jumio,Product launch,Corp Risk,,
2025,4/17/2025,"Security Bank partners with Entrust to enhance its eKYC process, leveraging Entrust's Onfido Studio platform which combines security features with advanced fraud detection capabilities",https://www.entrust.com/company/newsroom/security-bank-partners-with-entrust-to-elevate-digital-onboarding-experience,Entrust,Client win,Corp Risk,,
2025,4/24/2025,GBG announces trading update for Q1 2025,https://www.gbg.com/en/news/fy25-trading-update-april-2025/,GBG,Earnings,Corp Risk,,
2025,04/22/2025,"Brightflag announces new matter and spend management features, and expanded GenAI capabilities",https://brightflag.com/press/innnovation-roadmap/,Brightflag,Spend Management,Corp Legal,,
2025,4/30/2025,"Vertex Inc. completes a $15M strategic investment in AI-native tax compliance startup Kintsugi, acquiring a 10% ownership stake along with IP sharing and board representation",https://www.vertexinc.com/company/news/latest-news/vertex-announces-strategic-investment-ai-tax-compliance-startup-kintsugi,Kintsugi,Partnership,Tax Compliance,Kintsugi,2 International
2025,4/28/2025,"E2open expands its partnership with Nutrabolt, providing additional supply chain planning applications expected to increase productivity, improve forecast accuracy, and reduce inventory",https://www.e2open.com/news/press-releases/nutrabolt-selects-e2open-as-strategic-partner/,E2Open,Client Win,GTM,GTM,
2025,01/05/2025,"Resilinc launches its Agentic AI platform, offering autonomous agents to predict, mitigate, and respond to supply chain disruptions around UFLPA risks, anti-dumping and tariff compliance, while unveiling the rebranded Resilinc.ai domain",https://resilinc.ai/press-release/resilinc-launches-agentic-ai-platform-for-supply-chain-risk-and-compliance/,Resilinc,Product Launch,GTM,Gen AI,
2025,4/28/2025,"E2Open announces its FY 2025 earnings, with an overall revenue of $608M (-4.2% yoy), while subscription revenue was down by 1.6% due to slower bookings and elevated churn",https://investors.e2open.com/news/news-details/2025/E2open-Announces-Fiscal-2025-Fourth-Quarter-and-Full-Year-Financial-Results/default.aspx,E2Open,Earnings,GTM,,
2025,4/30/2025,Seeburger gets accredited as a Peppol Access Point and Service Provider in Malaysia,https://www.seeburger.com/fileadmin/pdf/press-release/20250430-SEEBURGER-PR-Peppol-Malaysia-EN.pdf,SeeBurger,Certification,E-invoicing,,International
2025,4/30/2025,"Spain delays the rollout of its Verifactu certified billing system to 2026, implementing stricter invoicing requirements through, QR code verification, and optional auto-submission for VAT reporting",https://snitechnology.net/spain-postpones-verifactu-certified-billing-system-to-2026/,Industry,Regulation,Regulations,,
2025,01/05/2025,Blue Yonder acquires Pledge Earth Technologies to expand its platform with accredited logistics CO2e emissions reporting capabilities for enhanced supply chain sustainability management,https://www.businesswire.com/news/home/20250430467301/en/Blue-Yonder-Acquires-Pledge-Expanding-Its-End-to-End-Supply-Chain-Platform-With-Accredited-Carbon-Emissions-Reporting,Blue Yonder,Acquisition,ESG,,
2025,01/05/2025,"IBM and EY announce the launch of EY.ai for tax, built with IBM watsonxf, eaturing three AI-powered solutions: an Intelligent Tax Data Lake that consolidates transaction data from multiple sources, a Document Detection system that extracts data from unstructured invoices, and a Withholding Tax Determinations tool that automates tax rate applications for transactions",https://www.prnewswire.com/news-releases/ibm-and-the-ey-organization-debut-artificial-intelligencepowered-global-tax-compliance-solutions-302444647.html,EY,Product Launch,Tax Compliance,Gen AI,
2025,4/28/2025,BDO Indonesia and MVGX have launched an AI-driven platform to assist sustainability reporting for Indonesian businesses,https://www.internationalaccountingbulletin.com/news/bdo-and-mvgx-launch-ai-tool/?cf-view,BDO,Partnership,ESG,AI,International
2025,4/29/2025,Socure launches Advanced Pre-Fill solution to streamline onboarding and enhance security measures,https://www.socure.com/news-and-press/socure-launches-advanced-pre-fill-solution,Socure,Product launch,Corp Risk,,
2025,4/30/2025,"Persona, a US based identity platform, raised $200M in Series D funding led by Founders Fund and Ribbit Capital; funding would help expand KYB capabilities, extend product suite and scale footprint into workplace identity security",https://withpersona.com/blog/series-d,Persona,Funding,Corp Risk,,
2025,04/30/2025,"Onit announces the beta release of AskAI, that enables legal teams to interact with their legal spend data through a conversational AI interface within SimpleLegal",https://www.onit.com/news/onit-introduces-askai/,Onit,Product Announcement,Corp Legal,,
2025,04/30/2025,"Coheso, an AI-powered intake and work management platform, updates its platform with the addition of universal CLM connector for integration and granular data mapping",https://www.lawnext.com/2025/04/coheso-an-ai-powered-front-door-for-in-house-legal-rolls-out-universal-clm-connector.html,Coheso,Product Update,Corp Legal,,
2025,04/29/2025,"CLM Summize introduces agentic AI capabilities to review contracts, improve redline and more",https://www.businesswire.com/news/home/20250429810443/en/Summize-Launches-Next-Gen-AI-Powered-CLM-with-Intelligent-Agents-to-Accelerate-Reviews-and-Unlock-Contract-Insights,Summize,Product Announcement,Corp Legal,,
2025,04/30/2025,"Dioptra partners with LawVu, a cloud-based legal workspace, for in-house AI contract review",https://www.artificiallawyer.com/2025/04/30/dioptra-lawvu-partner-for-inhouse-ai-contract-review/,Dioptra,Partnership,Corp Legal,,
2025,05/02/2025,"AI-powered contract analysis software, LegalSifter releases contract review and redlining tool, LegalSifter ReviewPro",https://www.legalsifter.com/blog/reviewpro-ai-contract-review-in-word,LegalSifter,Product Launch,Corp Legal,,
2025,05/02/2025,FreshDirect selects Luminance's GenAI for contract analysis and automation of daily legal tasks,https://www.luminance.com/news/press/20250502_freshdirect_partners.html,Luminance,Client Win,Corp Legal,,
2025,05/01/2025,"Practice management platform Filevine launches an expanded version of the FilevineAI platform with a ""Chat with Your Case"" functionality",https://www.filevine.com/news/filevine-launches-the-only-embedded-ai-legal-assistant-that-lets-legal-professionals-chat-with-their-case/,Filevine,Product Launch,Corp Legal,,
2025,04/29/2025,"ALSP Axiom launches Axiom Self-Service, a legal talent marketplace",https://www.axiomlaw.com/resources/press-releases/axiom-self-service-digital-legal-marketplace,Axiom,Product Launch,Corp Legal,,
2025,08/05/2025,,https://news.bloomberglaw.com/daily-tax-report-international/us-seeks-full-separation-of-its-system-from-global-minimum-tax,Industry,Regulation,Direct Tax,,
2025,08/05/2025,,https://go.vertexinc.com/l/514851/2025-04-16/j3lqv9?utm_source=linkedin&utm_medium=social_media_paid&utm_campaign=Vertex_Virtual_Oil_%26_Gas_Special_Interest_Group_Meeting_CTO,Vertex,Event,,,
2025,07/05/2025,Sovos joins the AWS Independent Software Vendor (ISV) Accelerate Program to expand its global customer reach and simplify procurement of its solutions through co-selling with AWS,https://sovos.com/press-releases/sovos-joins-aws-isv-accelerate-program/,Sovos,Partnership,Tax Compliance,,
2025,06/05/2025,,https://www.prnewswire.com/search/all/?keyword=avalara,Avalara,Client win,Tax Compliance,,
2025,06/05/2025,"Legitify, an online notarisation platform, partners with Marosa to remotely notarise Power of Attorney documents, assisting in VAT registration and compliance across Europe",https://www.legitify.eu/press/legitify-partners-with-marosa?utm_content=386332866&utm_medium=social&utm_source=linkedin&hss_channel=lcp-69937314,Marosa,Partnership,Tax Compliance,,
2025,06/05/2025,"TaxCloud, a sales tax automation and compliance provider, integrates with Chargebee, a billing platform for e-commerce vendors",https://www.linkedin.com/posts/fedtax_its-official-taxcloud-integrates-with-chargebee-activity-7325144582885707776-uXOC?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw,Taxcloud,Partnership,Tax Compliance,,
2025,05/05/2025,Anrok introduces its Stripe app that enables finance teams to automate global tax compliance directly within Stripe without requiring engineering resources,https://www.anrok.com/resources/introducing-anrok-stripe-app,Anrok,Partnership,Tax Compliance,,
2025,05/05/2025,,https://www.linkedin.com/posts/michellevalentinehk_so-proud-of-the-anrok-team-for-this-milestone-activity-7323768838183956480-bxDp?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw,Anrok,Statistic,,,
2025,07/05/2025,"Latvia's Parliament is considering a one-year delay to the B2B e-invoicing mandate due to regulatory delays, technical readiness concerns, and needed legal adjustments",https://snitechnology.net/latvia-b2b-einvoice-delay/,Industry,Regulation,E-invoicing,,
2025,06/05/2025,"Supplier.io launches Buyer Search Insights dashboard that gives suppliers real-time data on how buyers find and engage with their profiles, enabling them to optimize visibility and competitiveness in procurement searches",https://www.businesswire.com/news/home/20250506008736/en/Supplier.io-Launches-New-Supplier-Dashboard-with-Buyer-Search-Insights,Supplier.io,Product Launch,GTM,GTM,
2025,08/05/2025,"Workiva introduces multiple product enhancements that include its AI companion that assists in document collaboration with context-aware responses, rich text insertion, quick edits, risk and control intelligence, historical data roll-forward for SEC Filings, EDGAR compliance support, and statutory reporting capabilities for Luxembourg and Denmark",https://www.workiva.com/platform/whats-new?utm_segment=Brand&utm_geo=Global&utm_campaign=Brand-Awareness&utm_medium=Social&utm_type=Organic&utm_content=Video&utm_source=LinkedIn,Workiva,Product Enhancement,Statutory Reporting,AI,
2025,08/05/2025,"Majesco partners with Vertex Inc. to integrate tax calculation capabilities into its ClaimVantage solution for disability claims and absence management, initially for Canadian customers with US expansion planned later this year",https://www.businesswire.com/news/home/20250507596055/en/Majesco-and-Vertex-Announce-Partnership-to-Deliver-Advanced-Tax-Solutions-for-Disability-Claims-and-Absence-Management,Vertex,Partnership,Tax Compliance,,
2025,06/05/2025,TPG and Corpay announce their plan to acquire AvidXchange for $10 per share in a $2.2B cash deal that will take the accounts payable automation software provider private,https://www.globenewswire.com/news-release/2025/05/06/3075619/37161/en/AvidXchange-Agrees-to-be-Acquired-by-TPG-in-Partnership-with-Corpay-for-2-2-Billion.html,AvidXchange,Acquisition,AP/AR Automation,"VC, equity firm?",
2025,01/05/2025,"LSEG reports Q1 2025 revenue of $3.1B, up 7.5% YoY ; Risk Intelligence revenue grew 10.7% YoY to $189M, driven by increasing customer demand for World Check and expansion in identity and fraud business",https://www.lseg.com/en/media-centre/press-releases/2025/london-stock-exchange-group-plc-q1-2025-trading-update,LSEG,Earnings,Corp Risk,,
2025,05/05/2025,"Palantir reports Q1 2025 sales of $884M, up 39% YoY ; U.S. Commercial revenues grew 71% YoY to $255M, driven by demand for Palantir's AIP and Foundry platforms and increase in TCV and deals closed",https://investors.palantir.com/news-details/2025/Palantir-Reports-Q1-2025-Revenue-Growth-of-39-YY-U-S--Revenue-Growth-of-55-YY-Raises-FY-2025-Revenue-Guidance-to-36-YY-Growth-and-U-S--Comm-Revenue-Guidance-to-68-YY-Crushing-Consensus-Expectations/,Palantir,Earnings,Corp Risk,,
2025,05/05/2025,"Capgemini launches a perpetal KYC sandbox for financial institutions to enable migration from static KYC processes to perpetual KYC, a model that offers a data-led approach of a customer's risk profile to achieve better AML compliance",https://www.capgemini.com/news/press-releases/capgemini-unveils-industry-first-perpetual-know-your-customer-sandbox-to-enable-real-time-continuous-compliance-for-financial-institutions/,Capgemini,Product launch,Corp Risk,,
2025,05/05/2025,Jumio partners with Alaska Airlines to ensure efficient identity verification and check-in processes for international travellers,https://www.jumio.com/about/press-releases/jumio-partners-with-alaska-airlines/,Jumio,Partnership,Corp Risk,,
2025,07/05/2025,"Sift partners with Payabl., a European Fintech provider, to enhance fraud prevention capabilities and approval rates",https://www.finextra.com/pressarticle/105477/payabl-integrates-with-sift-for-ai-powered-fraud-prevention,Sift,Partnership,Corp Risk,,
2025,5/14/2025,Billtrust introduces AI advancements to its accounts receivable platform including a multi-agent platform architecture each for specfic tasks and an Autopilot assistant that leverages its network data and domain expertise,https://www.billtrust.com/news/billtrust-ai-advancements-in-accounts-receivable,Billtrust,Product Enhancement,AP/AR Automation,GenAI,
2025,5/16/2025,"TrusTrace upgrades its supply chain traceability platform with AI technology to help companies collect, centralize, and analyze fragmented data for better risk detection and compliance management",https://www.esgtoday.com/trustrace-launches-ai-powered-supply-chain-sustainability-platform/,TrusTrace,Product Enhancement,ESG,,
2025,12/05/2025,"Sphere announces a native integration with Stripe that provides instant setup, reliable API access, fast tax calculations, and accurate handling of refunds",https://www.linkedin.com/posts/getsphere_we-are-the-only-solution-that-offers-automated-activity-7320886489272197121-NUSn?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw,Sphere,Partnership,Tax Compliance,,
2025,5/13/2025,"Oxford Economics launches its TradePrism platform on Snowflake Marketplace, providing businesses with trade intelligence and real-time access to global trade data and forecasts",https://www.oxfordeconomics.com/resource/oxford-economics-launches-tradeprism-on-snowflake-marketplace-to-deliver-global-trade-intelligence-in-near-real-time/,Oxford,Partnership,GTM,GTM,
2025,06/05/2025,"he New Zealand Government proposes expanding the scope of its Procurement Rules to require public agencies handling over 2,000 domestic trade invoices annually to process e-invoices and mandate large suppliers to submit e-invoices by 1 January, 2026",https://www.p2pnetwork.org/latest-news/4125-new-zealand-proposes-expansion-of-e-invoicing-rules-for-b2g-transactions.html,Industry,Regulation,Regulations,,
2025,5/14/2025,"Experian reports FY 2025 revenue of $7.5B, up 8% YoY; Growth driven by performance in analytics, alternative data verticals and launch of new products and GenAI features",https://www.experianplc.com/content/dam/marketing/global/plc/en/assets/documents/results-and-presentations/2025/new_Experian-FY25-FY-results-announcement_final_2.pdf,Experian,Earnings,Corp Risk,,
2025,08/05/2025,"Dow Jones reports Q3 2025 revenues of $575M, up 6% YoY; Risk & Compliance grew 11%, driven by improved circulation and professional information business revenues",https://investors.newscorp.com/static-files/f9793b62-2200-401d-8641-5508bb8bd61e,Dow Jones,Earnings,Corp Risk,,
2025,5/14/2025,Veriff launches US Database Verification to streamline identity verification process and establish user identities by cross-referencing user data against US private and government databases,https://www.veriff.com/blog/veriff-us-database-verification-announcement,Veriff,Product launch,Corp Risk,,
2025,5/15/2025,Au10tix launches continuous risk monitoring capability to its AML software; Software capabilities include scanning multiple data sources and adjusting screening intensity based on the customer's risk profile,https://www.biometricupdate.com/202505/au10tix-adds-continuous-real-time-aml-risk-monitoring-to-api,Au10tix,Product enhancement,Corp Risk,,
2025,5/15/2025,Riskified joins AWS Accelerate program to extend its fraud and risk intelligence solutions to online sellers worldwide,https://www.riskified.com/press/riskified-expands-reach-with-aws-marketplace-listing-and-achieves-aws-accelerate-partner-status/,Riskified,Partnership,Corp Risk,,
2025,12/05/2025,"Avalara starts a CRUSH on Tour, a free one-day event series in multiple cities that showcases its tax compliance solutions to finance and accounting professionals",https://newsroom.avalara.com/2025-05-12-Avalara-Launches-CRUSH-on-Tour-to-Spotlight-AI-Powered-Tax-Compliance-Solutions,Avalara,Promotional Event,Tax Compliance,,
2025,12/05/2025,"Revenir AI, a tax reclaim provider, partners with Karta to simplify the VAT reclaim process for international shoppers",https://www.linkedin.com/posts/fintech-finance_revenir-ai-partners-with-karta-in-first-major-activity-7317574259051016192-VTKQ/,Revenir,Client win,Others,,
2025,12/05/2025,"Venkat Achanta, Executive Vice President at TransUnion, reflects on transforming the OneTru platform and expanding AI capabilities",https://www.forbes.com/sites/peterhigh/2025/05/07/venkat-achanta-on-transunions-platform-transformation-and-ai-ambition/,Transunion,Promotional Event,Corp Risk,,
2025,05/14/2025,"Morae Global Corporation acquires end-to-end information governance software platform, Gimmal",https://www.morae.com/news/morae-acquires-information-governance-vendor-gimmal-broadening-its-technology-based-solutions-for-law-firms-and-law-departments/,,,Corp Legal,,
2025,05/15/2025,"Anaqua, an IP management provider, acquires ‘AI-native platform’ RightHub, which strengthens its footprint in UK, Sweden, and Denmark",https://www.anaqua.com/resource/anaqua-acquires-righthub-to-accelerate-global-growth/,,,Corp Legal,,
2025,05/14/2025,"Integreon collaborates with PwC, combining PwC’s legal GenAI technology with Integreon’s global talent pool to provide legal managed services across EMEA",https://www.integreon.com/integreon-pwc-legal-collaboration-emea/,,,Corp Legal,,
2025,5/20/2025,"Corcentric expands its Intelligent AP Automation integration into Procure-to-Pay and Order-to-Cash processes for clients in France and the United States, claiming to offer 98% accurate invoice processing",https://www.corcentric.com/company/press-releases/corcentric-accelerates-intelligent-ap-automation-deployment-for-its-procure-to-pay-customers/,Corcentric,Product Enhancement,AP/AR Automation,AI expansion,International
2025,5/21/2025,"SAP launches multiple AI agents across its platform, including Sourcing Agent which automates the process of creating tailored sourcing events while taking into account supplier information and supply chain disruptions, and the Accounts Receivable Agent which processes overdue payments and performs follow-up tasks with customers",https://www.sap.com/events/sapphire/innovation-guide/ai.html,SAP,Product Enhancement,AP/AR Automation,Gen AI,
2025,5/21/2025,"Taxdoo expands its accounting services by acquiring accountDigital, in an attempt to offer its customers a single source for managing their financial accounting and tax compliance processes",https://www.linkedin.com/posts/louise-boussemart-24734b5b_big-news-taxdoo-acquires-accounting-activity-7330877666021027840-G09A/,Taxdoo,Acquisition,Others,Gen AI,
2025,5/25/2025,,https://investors.e2open.com/news/news-details/2025/E2open-Announces-Acquisition-by-WiseTech-Global-Concluding-Strategic-Review/default.aspx,E2Open,Acquisition,GTM,GTM,
2025,5/22/2025,"Assent, a supply chain sustainability management provider, launches a solution to help manufacturers comply with the EU's Carbon Border Adjustment Mechanism by calculating and managing supply chain carbon emissions data",https://www.esgtoday.com/assent-launches-cbam-compliance-solution-for-manufacturers/,Assent,Product Launch,ESG,,
2025,5/20/2025,"Novisto, a sustainability reporting software provider secures $27M in Series C funding to enhance its ESG platform and expand its European presence",https://www.esgtoday.com/sustainability-reporting-software-provider-novisto-raises-27-million/,Novisto,Product Launch,ESG,,
2025,5/20/2025,"France advances its e-invoicing framework as AFNOR releases updated technical specifications and FNFE-MPE launches Factur-X v1.07, preparing businesses for the phased mandate implementation starting with large enterprises in September 2026 and expanding to all entities by September 2027",https://www.melasoft.com/news/france-regulatory-updates-may-2025?trk=_publishing-image-block,Industry,Regulation,Regulations,,International
2025,5/30/2025,"Avalara launches new APIs that automate and streamline 1099 and W-9 compliance workflows for businesses, integrating with ERP, accounting, ecommerce, or marketplace platforms",https://newsroom.avalara.com/2025-05-30-Avalara-Launches-APIs-for-End-to-End-1099-and-W-9-Compliance-Automation,Avalara,Product Enhancement,TIR,,
2025,5/29/2025,"EY launches its EY.ai enterprise private, an on-premises AI deployment solution to provide cloud-like flexibility with private deployment security for regulated industries with sensitive data. This update follows  EY's announcement of its enterprise AI suite",https://www.ey.com/en_gl/newsroom/2025/05/ey-announces-ey-dot-ai-enterprise-private-powered-by-dell-technologies-and-nvidia-accelerated-computing-to-deliver-enterprise-agentic-and-physical-ai-at-scale,EY,Product Launch,Others,AI,
2025,5/22/2025,"Aibidia and IBFD launch TP Aurora, an AI research assistant to navigate transfer pricing regulations by searching through IBFD's database",https://www.ibfd.org/news/aibidia-and-ibfd-launch-tp-aurora-groundbreaking-ai-transfer-pricing-research-assistant,IBFD,Product Launch,Tax Research,Gen AI,
2025,5/30/2025,Lucasys launches a tax provision software solution that automates ASC 740 compliance while addressing the specific regulatory needs of utility companies,https://www.globenewswire.com/news-release/2025/05/29/3090420/0/en/Lucasys-Unveils-Tax-Provision-Expanding-Income-Tax-Suite.html,Lucasys,Product Enhancement,Direct Tax,,
2025,5/30/2025,"InvoiceScanning.ai launches an AI-powered solution that automates invoice data extraction and processing for accounts payable teams, featuring OCR technology, automatic format adaptation, and integration options with Excel and Quickbooks",https://markets.financialcontent.com/dowtheoryletters/article/binary-2025-5-26-invoicescanningai-launches-ai-invoice-processing-solution-for-faster-more-accurate-ap-workflows,Invoicescanning.Ai,Product Launch,AP/AR Automation,AI,
2025,5/29/2025,"SAP launches new solutions assisting in sustainability data management and compliance, integrated into its Business Data Cloud and SAP Signavio, enabling companies to utilize and act on hidden sustainability data",https://www.esgtoday.com/sap-launches-new-sustainability-data-management-solutions/,SAP,Product Enhancement,ESG,,
